account_value,date,daily_return
1015642.3337979288,2021-10-04,
1026417.0857853555,2021-10-05,0.010608805510435193
1031509.4304089708,2021-10-06,0.0049612820111220035
1043288.1184282427,2021-10-07,0.011418885443055915
1044008.8032055445,2021-10-08,0.0006907821191211028
1038805.7719939203,2021-10-11,-0.004983704347749418
1039197.5515060968,2021-10-12,0.000377144142571062
1041145.2484569711,2021-10-13,0.0018742316588906682
1064077.407727418,2021-10-14,0.02202589821586698
1071004.1210379,2021-10-15,0.006509595317201189
1068227.9090953036,2021-10-18,-0.002592158039416259
1075457.3201327487,2021-10-19,0.006767667251427412
1082718.6797404452,2021-10-20,0.006751880778309571
1087678.2040705844,2021-10-21,0.004580621377409111
1095520.1122965976,2021-10-22,0.007209768658289928
1097855.44530441,2021-10-25,0.00213171166973547
1101525.5937609836,2021-10-26,0.003343016125001652
1099371.618136899,2021-10-27,-0.0019554476412391164
1109558.5260397883,2021-10-28,0.009266118694380099
1115583.3351147128,2021-10-29,0.005429915532647156
1117090.6320214968,2021-11-01,0.0013511289200363041
1117230.9713678714,2021-11-02,0.00012562932885806788
1122721.7482751284,2021-11-03,0.004914630052310853
1128663.730684579,2021-11-04,0.005292480009921663
1126891.1464179163,2021-11-05,-0.0015705158396358554
1131294.684128167,2021-11-08,0.003907686846461145
1130885.0094904567,2021-11-09,-0.00036212902213550446
1118140.342147317,2021-11-10,-0.011269640357936983
1118300.3576998378,2021-11-11,0.00014310864789424116
1122944.876293336,2021-11-12,0.004153194230440249
1116983.664573823,2021-11-15,-0.00530855240124517
1112375.1935655223,2021-11-16,-0.0041258177307893495
1110791.873119508,2021-11-17,-0.0014233690711309421
1107347.1958657848,2021-11-18,-0.003101100518541955
1097069.7086764383,2021-11-19,-0.009281178683358648
1096665.5130511331,2021-11-22,-0.00036843203500058763
1102279.6125765848,2021-11-23,0.005119245073944345
1102063.4672785806,2021-11-24,-0.00019608935476811418
1079950.1343279886,2021-11-26,-0.02006538970500349
1096828.217143773,2021-11-29,0.015628576060400245
1072007.7022345439,2021-11-30,-0.02262935482628614
1037015.0980353403,2021-12-01,-0.032642120132405084
1050025.1032757503,2021-12-02,0.0125456276047069
1052773.513257306,2021-12-03,0.00261747073758678
1069199.4876860895,2021-12-06,0.015602571894082873
1084400.8516501093,2021-12-07,0.014217518937385432
1083605.7464216852,2021-12-08,-0.0007332207709115357
1088405.5602186823,2021-12-09,0.004429483520964395
1099168.7048948908,2021-12-10,0.009888910043831523
1099711.7526281977,2021-12-13,0.0004940531247736857
1091680.8020094538,2021-12-14,-0.007302777841148633
1106696.7056120539,2021-12-15,0.013754848097502936
1097254.2904089594,2021-12-16,-0.008532071303015587
1081848.1316374445,2021-12-17,-0.01404064573379138
1073015.669837823,2021-12-20,-0.008164234462607167
1085196.4504202509,2021-12-21,0.01135191304733607
1091698.0538557672,2021-12-22,0.005991176466711323
1093656.0913237238,2021-12-23,0.001793570539986744
1106537.1555517816,2021-12-27,0.011777984258714236
1108594.5143965387,2021-12-28,0.0018592767847285252
1110343.8040808344,2021-12-29,0.0015779346384803272
1109642.5794676447,2021-12-30,-0.0006315382772547062
1108700.0601500177,2021-12-31,-0.0008493900063560877
